"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.karois-a2.uwmadison744-f21-pg0.wisc.cloudlab.us",,,,"User:","Roopa"
"Cmdline:","dstat --output task_2_h_50.csv 60",,,,"Date:","07 Oct 2021 19:11:55 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
37.702,5.948,56.048,0,0.302,0,0,55492092,55469614,0,0,6801,3319
25.102,10.569,64.024,0,0.305,0,0,110954101,110943372,0,0,9364.500,3522.500
36.049,6.314,57.230,0.102,0.305,0,12288,73566653,68361817,0,0,7780.500,3848.500
37.753,9.312,52.733,0,0.202,0,0,92877872,98051213,0,0,8604,3605.500
25.918,8.163,65.510,0,0.408,0,0,82544649,79616853,0,0,7995.500,3116.500
25.278,11.628,62.690,0.101,0.303,0,12288,83898213,86795197,0,0,8680,2811
36.694,6.653,56.452,0,0.202,0,8192,55942527,55931384,0,0,6873.500,3472
29.949,10.974,58.769,0,0.308,0,0,110494918,110481573,0,0,10232.500,3760.500
30.479,9.684,59.429,0.102,0.306,0,12288,82537345.500,68363302,0,0,7865.500,3346.500
26.978,9.331,63.387,0,0.304,0,0,83904137,98049938,0,0,7786,3092.500
32.963,4.853,61.982,0,0.202,0,0,55496889,55470406,0,0,6056,3051.500
32.114,10.467,57.012,0,0.407,0,0,110950529,110938885,0,0,9408,3886.500
32.582,7.889,59.016,0.205,0.307,0,12288,82542831,73809745,0,0,8092.500,3392.500
38.878,8.571,52.347,0,0.204,0,0,85636333,93065018,0,0,8730,3961.500
25.283,11.408,63.001,0,0.308,0,0,109226027,110481181,0,0,9048,3277.500
38.134,8.316,53.245,0,0.304,0,45056,55483311,55472209,0,0,7814.500,3344
22.587,12.320,64.784,0,0.308,0,0,109185776,96730909,0,0,8631,3378.500
37.994,7.092,54.610,0,0.304,0,0,57263816,69685084,0,0,7764.500,3591
26.321,10.772,62.398,0.203,0.305,0,12288,110955791,110940967,0,0,9535.500,3454
34.823,8.108,56.757,0,0.312,0,0,77104949,68362652,0,0,8016.500,3765.500
26.241,12.057,61.398,0,0.304,0,0,89340287.500,98053179,0,0,7786.500,2997.500
35.884,9.824,53.878,0,0.414,0,32768,96732823,94716438,0,0,9388,3872
41.718,7.362,50.511,0.102,0.307,0,12288,75496935,77447204,0,0,8555,4010.500
31.269,10.152,58.274,0,0.305,0,0,105175070,105196651,0,0,9048.500,3530
31.084,8.896,59.611,0,0.409,0,4096,96728632,87607208,0,0,8608,3655
37.970,7.005,54.822,0,0.203,0,0,69717572.500,78812198,0,0,8083.500,3629.500


"Host:","node0.karois-a2.uwmadison744-f21-pg0.wisc.cloudlab.us",,,,"User:","Roopa"
"Cmdline:","dstat -c --output task_2_h_50.csv",,,,"Date:","07 Oct 2021 19:17:48 CDT"
"total cpu usage",,,,
"usr","sys","idl","wai","stl"
0.405,0.152,99.246,0.016,0.180
39.014,9.856,50.924,0,0.205
39.796,11.224,48.571,0,0.408
34.096,10.811,54.678,0,0.416
23.361,11.066,65.369,0,0.205
25.761,7.099,66.734,0,0.406
37.271,4.481,58.045,0,0.204
39.104,9.572,50.916,0,0.407
31.224,11.020,57.551,0,0.204
30.738,10.861,57.992,0,0.410
25.813,13.415,60.366,0,0.407
37.654,11.317,50.617,0,0.412
39.554,9.736,50.304,0.203,0.203
37.931,6.694,55.172,0,0.203
15.385,14.575,69.636,0,0.405
29.569,9.651,60.370,0,0.411
39.468,11.247,49.080,0,0.204
29.532,12.016,58.045,0,0.407


"Host:","node0.karois-a2.uwmadison744-f21-pg0.wisc.cloudlab.us",,,,"User:","Roopa"
"Cmdline:","dstat -m --output task_2_h_50.csv",,,,"Date:","07 Oct 2021 19:18:12 CDT"
"memory usage",,,
"used","free","buff","cach"
1049485312,11731619840,155512832,3703259136
1040453632,11740651520,155512832,3703259136
1012146176,11768958976,155512832,3703259136
1013030912,11768070144,155512832,3703447552
981286912,11799814144,155512832,3703259136
999530496,11781570560,155512832,3703447552
965464064,11815628800,155521024,3703259136
951730176,11829362688,155521024,3703259136
993689600,11787403264,155521024,3703259136
995201024,11785891840,155521024,3703259136
996044800,11785043968,155521024,3703267328
956473344,11824607232,155529216,3703263232
996966400,11784114176,155529216,3703263232
937037824,11844042752,155529216,3703263232
977575936,11803504640,155529216,3703263232
988352512,11792728064,155529216,3703066624
1003360256,11777720320,155529216,3703263232
983531520,11797544960,155533312,3703263232
1020743680,11760332800,155533312,3703263232
990261248,11790815232,155533312,3703263232
990937088,11790139392,155533312,3703263232
990380032,11790696448,155533312,3703263232
1023258624,11757817856,155533312,3703263232
1002434560,11778641920,155533312,3703263232
990498816,11790577664,155533312,3703263232
989786112,11791290368,155533312,3702661120
1023520768,11757555712,155533312,3703263232
968785920,11812290560,155533312,3703263232
1018187776,11762888704,155533312,3703263232
1009532928,11771539456,155537408,3703263232
1010659328,11770413056,155537408,3703074816
1011027968,11770044416,155537408,3703263232
1010733056,11770339328,155537408,3703451648
1047642112,11733430272,155537408,3703263232
1037246464,11743825920,155537408,3703263232
1047920640,11733143552,155545600,3703263232
971051008,11810013184,155545600,3703263232
966774784,11814289408,155545600,3703267328
972496896,11808567296,155545600,3703078912
991019008,11790045184,155545600,3703263232
1011376128,11769688064,155545600,3703263232
979083264,11801972736,155553792,3703263232
997376000,11783680000,155553792,3703447552
1035190272,11745865728,155553792,3703263232
1001140224,11779915776,155553792,3703263232
1036468224,11744587776,155553792,3703263232
1000427520,11780628480,155553792,3703263232
998633472,11782418432,155557888,3703263232
1000656896,11780395008,155557888,3703263232
945041408,11836010496,155557888,3703263232
967897088,11813154816,155557888,3703263232
971722752,11809329152,155557888,3703263232
1009426432,11771625472,155557888,3703263232
1007149056,11773902848,155557888,3703263232
947064832,11833987072,155557888,3703263232
975171584,11805880320,155557888,3703062528
1000648704,11780403200,155557888,3703263232
965746688,11815305216,155557888,3703263232
993996800,11787055104,155557888,3703263232
995328000,11785719808,155561984,3703259136
995409920,11785637888,155561984,3703451648
1000280064,11780767744,155561984,3703263232
985423872,11795623936,155561984,3703263232
1045626880,11735420928,155561984,3703263232
1008271360,11772776448,155561984,3703263232
966361088,11814678528,155570176,3703263232
989569024,11791470592,155570176,3703263232
1044316160,11736723456,155570176,3703263232
1006350336,11774689280,155570176,3703263232
987693056,11793346560,155570176,3703263232
988254208,11792785408,155570176,3702661120
1023795200,11757240320,155574272,3703263232
930881536,11850153984,155574272,3703263232
975966208,11805069312,155574272,3703451648
976924672,11803910144,155574272,3703062528
1007251456,11773784064,155574272,3703263232
985292800,11795742720,155574272,3703263232
985214976,11795816448,155578368,3703267328
1035825152,11745206272,155578368,3703263232
906682368,11874349056,155578368,3703263232
991039488,11789991936,155578368,3703447552
994312192,11786719232,155578368,3703263232
994107392,11786924032,155578368,3703263232
1002758144,11778269184,155582464,3703263232
1000259584,11780767744,155582464,3703263232
1000312832,11780714496,155582464,3703451648
998735872,11782291456,155582464,3702677504
947937280,11833090048,155582464,3701932032
1007497216,11773530112,155582464,3701932032
964317184,11816701952,155590656,3701141504
1016180736,11764838400,155590656,3700350976
997695488,11783323648,155590656,3699560448
950730752,11830288384,155590656,3698769920
974610432,11806408704,155590656,3698769920
978165760,11802853376,155590656,3697979392
982044672,11798966272,155598848,3697377280
988835840,11792175104,155598848,3696586752
791113728,11989897216,155598848,3696181248
796303360,11984707584,155598848,3698483200
806969344,11974041600,155598848,3698483200
807223296,11973787648,155598848,3698483200
806363136,11974643712,155602944,3697881088
807043072,11973963776,155602944,3698470912
806838272,11974168576,155602944,3698483200
806838272,11974168576,155602944,3698483200
806105088,11974897664,155602944,3697885184
805978112,11975024640,155602944,3697885184
806072320,11974930432,155602944,3698294784
806072320,11974930432,155602944,3698487296
806588416,11974414336,155602944,3698458624
805023744,11975974912,155611136,3698274304
805523456,11975471104,155611136,3698323456
805937152,11975057408,155611136,3698675712
805781504,11975213056,155611136,3698487296
805904384,11975090176,155611136,3698487296
805650432,11975344128,155611136,3698143232
806789120,11974201344,155615232,3698483200
807522304,11973468160,155615232,3698692096
806281216,11974709248,155615232,3698487296
806789120,11974201344,155615232,3698487296
806662144,11974328320,155615232,3698475008
805384192,11975598080,155623424,3697106944
173506560,12607475712,155623424,3696070656
173506560,12607475712,155623424,3696070656
173506560,12607475712,155623424,3696070656
173506560,12607475712,155623424,3696070656
173502464,12607475712,155631616,3696066560
173490176,12607483904,155631616,3696070656
173490176,12607483904,155631616,3696070656
173490176,12607483904,155631616,3696070656
173490176,12607483904,155631616,3696070656
173490176,12607483904,155631616,3696070656
173486080,12607483904,155635712,3696070656
173486080,12607483904,155635712,3696070656
173486080,12607483904,155635712,3696070656
173486080,12607483904,155635712,3696070656
173486080,12607483904,155635712,3696070656
173486080,12607483904,155635712,3696070656
173486080,12607483904,155635712,3696070656
173486080,12607483904,155635712,3696070656
173486080,12607483904,155635712,3696070656
173486080,12607483904,155635712,3696070656
173486080,12607483904,155635712,3696070656
173486080,12607483904,155635712,3696070656
173481984,12607483904,155639808,3696070656
173481984,12607483904,155639808,3696070656
173481984,12607483904,155639808,3696070656
173481984,12607483904,155639808,3696070656
173481984,12607483904,155639808,3696070656
173481984,12607483904,155639808,3696070656
173473792,12607483904,155648000,3696070656
173473792,12607483904,155648000,3696070656
173473792,12607483904,155648000,3696070656
173473792,12607483904,155648000,3696070656
173473792,12607483904,155648000,3696070656
173473792,12607483904,155648000,3696070656
173469696,12607483904,155656192,3696066560
173465600,12607483904,155656192,3696070656
173465600,12607483904,155656192,3696070656
173465600,12607483904,155656192,3696070656
173465600,12607483904,155656192,3696070656
173465600,12607483904,155656192,3696070656
173461504,12607483904,155660288,3696070656
173461504,12607483904,155660288,3696070656
173461504,12607483904,155660288,3696070656
173461504,12607483904,155660288,3696070656
173461504,12607483904,155660288,3696070656
173461504,12607483904,155660288,3696070656
173457408,12607483904,155664384,3696070656
173457408,12607483904,155664384,3696070656
173457408,12607483904,155664384,3696070656
173457408,12607483904,155664384,3696070656
173457408,12607483904,155664384,3696070656
173457408,12607483904,155664384,3696070656
173457408,12607483904,155664384,3696070656
173457408,12607483904,155664384,3696070656
173457408,12607483904,155664384,3696070656
173457408,12607483904,155664384,3696070656
173457408,12607483904,155664384,3696070656
173457408,12607483904,155664384,3696070656
173453312,12607483904,155668480,3696070656
173453312,12607483904,155668480,3696070656
173453312,12607483904,155668480,3696070656
173453312,12607483904,155668480,3696070656
173453312,12607483904,155668480,3696070656
173453312,12607483904,155668480,3696070656
173449216,12607483904,155676672,3696066560
173445120,12607483904,155676672,3696070656
173445120,12607483904,155676672,3696070656
173445120,12607483904,155676672,3696070656
173445120,12607483904,155676672,3696070656
173445120,12607483904,155676672,3696070656
173436928,12607483904,155684864,3696070656
173436928,12607483904,155684864,3696070656
173436928,12607483904,155684864,3696070656
173436928,12607483904,155684864,3696070656
173436928,12607483904,155684864,3696070656
173436928,12607483904,155684864,3696070656
173432832,12607483904,155688960,3696070656
173432832,12607483904,155688960,3696070656
173428736,12607483904,155688960,3696074752
173428736,12607483904,155688960,3696074752
173428736,12607483904,155688960,3696074752
173428736,12607483904,155688960,3696074752
173424640,12607483904,155697152,3696070656
173420544,12607483904,155697152,3696074752
173420544,12607483904,155697152,3696074752
173420544,12607483904,155697152,3696074752
173420544,12607483904,155697152,3696074752
173420544,12607483904,155697152,3696074752
173412352,12607483904,155705344,3696074752
173412352,12607483904,155705344,3696074752
173412352,12607483904,155705344,3696074752
173412352,12607483904,155705344,3696074752
173412352,12607483904,155705344,3696074752
173412352,12607483904,155705344,3696074752
173412352,12607483904,155705344,3696074752
173412352,12607483904,155705344,3696074752
173412352,12607483904,155705344,3696074752
173412352,12607483904,155705344,3696074752
173412352,12607483904,155705344,3696074752
173408256,12607483904,155713536,3696070656
173404160,12607483904,155713536,3696074752
173404160,12607483904,155713536,3696074752
173404160,12607483904,155713536,3696074752
173404160,12607483904,155713536,3696074752
173404160,12607483904,155713536,3696074752
173395968,12607483904,155721728,3696074752
173395968,12607483904,155721728,3696074752
173379584,12607500288,155721728,3696074752
173379584,12607500288,155721728,3696074752
173379584,12607500288,155721728,3696074752
173379584,12607500288,155721728,3696074752
173375488,12607500288,155725824,3696074752
173375488,12607500288,155725824,3696074752
173375488,12607500288,155725824,3696074752
173375488,12607500288,155725824,3696074752
173375488,12607500288,155725824,3696074752
173375488,12607500288,155725824,3696074752
173371392,12607500288,155729920,3696074752
173371392,12607500288,155729920,3696074752
173371392,12607500288,155729920,3696074752
173371392,12607500288,155729920,3696074752
173371392,12607500288,155729920,3696074752
173371392,12607500288,155729920,3696074752
173363200,12607500288,155738112,3696074752
173363200,12607500288,155738112,3696074752
173363200,12607500288,155738112,3696074752
173363200,12607500288,155738112,3696074752
173363200,12607500288,155738112,3696074752
173363200,12607500288,155738112,3696074752
173359104,12607500288,155746304,3696070656
173355008,12607500288,155746304,3696074752
173355008,12607500288,155746304,3696074752
173355008,12607500288,155746304,3696074752
173355008,12607500288,155746304,3696074752
173355008,12607500288,155746304,3696074752
173346816,12607500288,155754496,3696074752
173346816,12607500288,155754496,3696074752
173346816,12607500288,155754496,3696074752
173346816,12607500288,155754496,3696074752
173346816,12607500288,155754496,3696074752
173346816,12607500288,155754496,3696074752
173342720,12607500288,155758592,3696074752
173342720,12607500288,155758592,3696074752
173342720,12607500288,155758592,3696074752
173342720,12607500288,155758592,3696074752
173342720,12607500288,155758592,3696074752
173342720,12607500288,155758592,3696074752
173338624,12607500288,155766784,3696070656
173334528,12607500288,155766784,3696074752
173334528,12607500288,155766784,3696074752
173334528,12607500288,155766784,3696074752
173334528,12607500288,155766784,3696074752
173334528,12607500288,155766784,3696074752
173326336,12607500288,155774976,3696074752
173326336,12607500288,155774976,3696074752
173326336,12607500288,155774976,3696074752
173326336,12607500288,155774976,3696074752
173326336,12607500288,155774976,3696074752
173326336,12607500288,155774976,3696074752
173326336,12607500288,155779072,3696070656
173305856,12607516672,155779072,3696074752
173305856,12607516672,155779072,3696074752
173305856,12607516672,155779072,3696074752
173305856,12607516672,155779072,3696074752
173305856,12607516672,155779072,3696074752
173301760,12607516672,155783168,3696074752
173301760,12607516672,155783168,3696074752
173301760,12607516672,155783168,3696074752
173301760,12607516672,155783168,3696074752
173301760,12607516672,155783168,3696074752
173301760,12607516672,155783168,3696074752
173297664,12607516672,155791360,3696070656
173297664,12607516672,155791360,3696070656
173289472,12607516672,155791360,3696078848
173289472,12607516672,155791360,3696078848
173289472,12607516672,155791360,3696078848
173289472,12607516672,155791360,3696078848
173289472,12607516672,155795456,3696074752
173285376,12607516672,155795456,3696078848
173285376,12607516672,155795456,3696078848
173285376,12607516672,155795456,3696078848
173285376,12607516672,155795456,3696078848
173285376,12607516672,155795456,3696078848
173281280,12607516672,155799552,3696078848
173281280,12607516672,155799552,3696078848
173281280,12607516672,155799552,3696078848
173281280,12607516672,155799552,3696078848
173281280,12607516672,155799552,3696078848
173281280,12607516672,155799552,3696078848
173277184,12607516672,155807744,3696074752
173273088,12607516672,155807744,3696078848
173273088,12607516672,155807744,3696078848
173273088,12607516672,155807744,3696078848
173273088,12607516672,155807744,3696078848
173273088,12607516672,155807744,3696078848
173268992,12607516672,155811840,3696078848
173268992,12607516672,155811840,3696078848
173268992,12607516672,155811840,3696078848
173268992,12607516672,155811840,3696078848
173268992,12607516672,155811840,3696078848
173268992,12607516672,155811840,3696078848
173264896,12607516672,155815936,3696078848
173264896,12607516672,155815936,3696078848
173264896,12607516672,155815936,3696078848
173264896,12607516672,155815936,3696078848
173264896,12607516672,155815936,3696078848
173264896,12607516672,155815936,3696078848
173260800,12607516672,155824128,3696074752
173256704,12607516672,155824128,3696078848
173256704,12607516672,155824128,3696078848
173256704,12607516672,155824128,3696078848
173256704,12607516672,155824128,3696078848
173256704,12607516672,155824128,3696078848
173252608,12607516672,155832320,3696074752
173252608,12607516672,155832320,3696074752
173248512,12607516672,155832320,3696078848
173248512,12607516672,155832320,3696078848
173248512,12607516672,155832320,3696078848
173248512,12607516672,155832320,3696078848
173244416,12607516672,155840512,3696074752
173240320,12607516672,155840512,3696078848
173240320,12607516672,155840512,3696078848
173240320,12607516672,155840512,3696078848
173240320,12607516672,155840512,3696078848
173240320,12607516672,155840512,3696078848
173232128,12607516672,155848704,3696078848
173350912,12607397888,155848704,3696078848
173350912,12607397888,155848704,3696078848
173494272,12607254528,155848704,3696078848
173494272,12607254528,155848704,3696078848
173494272,12607254528,155848704,3696078848
173490176,12607254528,155852800,3696078848
173490176,12607254528,155852800,3696078848
173481984,12607262720,155852800,3696078848
173481984,12607262720,155852800,3696078848
173481984,12607262720,155852800,3696078848
173481984,12607262720,155852800,3696078848
173481984,12607262720,155852800,3696078848
173481984,12607262720,155852800,3696078848
173481984,12607262720,155852800,3696078848
173481984,12607262720,155852800,3696078848
173481984,12607262720,155852800,3696078848
173371392,12607373312,155852800,3696078848
173363200,12607373312,155860992,3696078848
173363200,12607373312,155860992,3696078848
173363200,12607373312,155860992,3696078848
173363200,12607373312,155860992,3696078848
173363200,12607373312,155860992,3696078848
173363200,12607373312,155860992,3696078848
173359104,12607373312,155869184,3696074752
173355008,12607373312,155869184,3696078848
173355008,12607373312,155869184,3696078848
173355008,12607373312,155869184,3696078848
173355008,12607373312,155869184,3696078848
173355008,12607373312,155869184,3696078848
173346816,12607373312,155877376,3696078848
173346816,12607373312,155877376,3696078848
173338624,12607381504,155877376,3696078848
173338624,12607381504,155877376,3696078848
173338624,12607381504,155877376,3696078848
173338624,12607381504,155877376,3696078848
173334528,12607381504,155881472,3696078848
173334528,12607381504,155881472,3696078848
173334528,12607381504,155881472,3696078848
173334528,12607381504,155881472,3696078848
173334528,12607381504,155881472,3696078848
173334528,12607381504,155881472,3696078848
173334528,12607381504,155881472,3696078848
173330432,12607381504,155881472,3696082944
173330432,12607381504,155881472,3696082944
173330432,12607381504,155881472,3696082944
173330432,12607381504,155881472,3696082944
173330432,12607381504,155881472,3696082944
173322240,12607381504,155889664,3696082944
173314048,12607389696,155889664,3696082944
173314048,12607389696,155889664,3696082944
173314048,12607389696,155889664,3696082944
173314048,12607389696,155889664,3696082944
173314048,12607389696,155889664,3696082944
173314048,12607389696,155893760,3696078848
173309952,12607389696,155893760,3696082944
173309952,12607389696,155893760,3696082944
173309952,12607389696,155893760,3696082944
173309952,12607389696,155893760,3696082944
173309952,12607389696,155893760,3696082944
173301760,12607389696,155901952,3696082944
173301760,12607389696,155901952,3696082944
173608960,12607074304,155910144,3696082944
173547520,12607135744,155910144,3696082944
173547520,12607135744,155910144,3696082944
173547520,12607135744,155910144,3696082944
173547520,12607135744,155910144,3696082944
173547520,12607135744,155910144,3696082944
173543424,12607135744,155914240,3696082944
173543424,12607135744,155914240,3696082944
173543424,12607135744,155914240,3696082944
173543424,12607135744,155914240,3696082944
173543424,12607135744,155914240,3696082944
173543424,12607135744,155914240,3696082944
173543424,12607135744,155914240,3696082944
173543424,12607135744,155914240,3696082944
173543424,12607135744,155914240,3696082944
173543424,12607135744,155914240,3696082944
173543424,12607135744,155914240,3696082944
173543424,12607135744,155914240,3696082944
173539328,12607135744,155918336,3696082944
173539328,12607135744,155918336,3696082944
173539328,12607135744,155918336,3696082944
173539328,12607135744,155918336,3696082944
173539328,12607135744,155918336,3696082944
173539328,12607135744,155918336,3696082944
173539328,12607135744,155922432,3696078848
173539328,12607135744,155922432,3696078848
173535232,12607135744,155922432,3696082944
173535232,12607135744,155922432,3696082944
173535232,12607135744,155922432,3696082944
173535232,12607135744,155922432,3696082944
173531136,12607135744,155926528,3696082944
173531136,12607135744,155926528,3696082944
173531136,12607135744,155926528,3696082944
173531136,12607135744,155926528,3696082944
173531136,12607135744,155926528,3696082944
173531136,12607135744,155926528,3696082944
173522944,12607135744,155934720,3696082944
173522944,12607135744,155934720,3696082944
173522944,12607135744,155934720,3696082944
173522944,12607135744,155934720,3696082944
173522944,12607135744,155934720,3696082944
173522944,12607135744,155934720,3696082944
173518848,12607135744,155938816,3696082944
173518848,12607135744,155938816,3696082944
173518848,12607135744,155938816,3696082944
173518848,12607135744,155938816,3696082944
173518848,12607135744,155938816,3696082944
173518848,12607135744,155938816,3696082944
173514752,12607135744,155947008,3696078848
173514752,12607135744,155947008,3696078848
173510656,12607135744,155947008,3696082944
173510656,12607135744,155947008,3696082944
173510656,12607135744,155947008,3696082944
173510656,12607135744,155947008,3696082944
173502464,12607135744,155955200,3696082944
173502464,12607135744,155955200,3696082944
173502464,12607135744,155955200,3696082944
173502464,12607135744,155955200,3696082944
173502464,12607135744,155955200,3696082944
173502464,12607135744,155955200,3696082944
173494272,12607135744,155963392,3696082944
173494272,12607135744,155963392,3696082944
173494272,12607135744,155963392,3696082944
173494272,12607135744,155963392,3696082944
173494272,12607135744,155963392,3696082944
173494272,12607135744,155963392,3696082944
173486080,12607135744,155971584,3696082944
173486080,12607135744,155971584,3696082944
173486080,12607135744,155971584,3696082944
173486080,12607135744,155971584,3696082944
173486080,12607135744,155971584,3696082944
173486080,12607135744,155971584,3696082944
173481984,12607135744,155979776,3696078848
173477888,12607135744,155979776,3696082944
173477888,12607135744,155979776,3696082944
173477888,12607135744,155979776,3696082944
173477888,12607135744,155979776,3696082944
173473792,12607135744,155979776,3696087040
173465600,12607135744,155987968,3696087040
173465600,12607135744,155987968,3696087040
173465600,12607135744,155987968,3696087040
173465600,12607135744,155987968,3696087040
173465600,12607135744,155987968,3696087040
173465600,12607135744,155987968,3696087040
173461504,12607135744,155996160,3696082944
173461504,12607135744,155996160,3696082944
173457408,12607135744,155996160,3696087040
173457408,12607135744,155996160,3696087040
173457408,12607135744,155996160,3696087040
173457408,12607135744,155996160,3696087040
173449216,12607135744,156004352,3696087040
173449216,12607135744,156004352,3696087040
173449216,12607135744,156004352,3696087040
